,val_loss,val_acc,loss,acc,lr
0,1.0450512521455377,0.5254295468330383,1.3899300010929847,0.5251638293266296,0.003000000026077032
1,1.0460007999634278,0.5254295468330383,1.046332997802471,0.52556973695755,0.003000000026077032
2,1.0461752181200636,0.5254295468330383,1.0461947384291763,0.5256940126419067,0.003000000026077032
3,1.0461927489862954,0.5254295468330383,1.0462285899250061,0.525685727596283,0.003000000026077032
4,1.0461229056973365,0.5254295468330383,1.0462233406938695,0.5257271528244019,0.003000000026077032
5,1.0463291464529223,0.5254295468330383,1.0461535221024767,0.525685727596283,0.003000000026077032
6,1.0460842587011103,0.5254295468330383,1.046193765095188,0.525685727596283,0.003000000026077032
7,1.0460657767004164,0.5254295468330383,1.0461810970108092,0.525685727596283,0.003000000026077032
8,1.0461327084697536,0.5254295468330383,1.0461815151207836,0.525685727596283,0.003000000026077032
9,1.0462831387678235,0.5254295468330383,1.0461535208689945,0.525685727596283,0.003000000026077032
10,1.0461221829858978,0.5254295468330383,1.0461661238583009,0.525685727596283,0.003000000026077032
11,0.9573000751546704,0.5254295468330383,0.8692312596211825,0.525685727596283,0.001500000013038516
12,0.9136079732358524,0.5254295468330383,0.8690427055015921,0.525685727596283,0.001500000013038516
13,0.8917069385278402,0.5254295468330383,0.8689078111190878,0.525685727596283,0.001500000013038516
14,0.8805158423940477,0.5254295468330383,0.8689225295432024,0.525685727596283,0.001500000013038516
15,0.8747575189512893,0.5254295468330383,0.868894441220866,0.525685727596283,0.001500000013038516
16,0.8718833910640572,0.5254295468330383,0.8688629944237646,0.525685727596283,0.001500000013038516
17,0.8704583290379755,0.5254295468330383,0.8688841623129925,0.525685727596283,0.001500000013038516
18,0.8696456088915996,0.5254295468330383,0.8688572451602766,0.525685727596283,0.001500000013038516
19,0.8690003524531204,0.5254295468330383,0.8688482200737252,0.525685727596283,0.001500000013038516
20,0.869256947676887,0.5254295468330383,0.868870019879636,0.525685727596283,0.001500000013038516
21,0.868981893529597,0.5254295468330383,0.8688886091323568,0.525685727596283,0.001500000013038516
22,0.8690857290129208,0.5254295468330383,0.8688677534637427,0.525685727596283,0.001500000013038516
23,0.8689844423143315,0.5254295468330383,0.8688465868381181,0.525685727596283,0.001500000013038516
24,0.868648640942874,0.5254295468330383,0.8688738102459961,0.525685727596283,0.001500000013038516
25,0.8691880701060694,0.5254295468330383,0.868853724802577,0.525685727596283,0.001500000013038516
26,0.86888833728716,0.5254295468330383,0.8688553073286348,0.525685727596283,0.001500000013038516
27,0.8692192761349105,0.5254295468330383,0.8688661419271515,0.525685727596283,0.001500000013038516
28,0.8688248904163758,0.5254295468330383,0.8688874566096492,0.525685727596283,0.001500000013038516
29,0.8686280866532254,0.5254295468330383,0.8688672143856061,0.525685727596283,0.001500000013038516
30,0.8684707505733014,0.5254295468330383,0.868867283074467,0.525685727596283,0.001500000013038516
31,0.8689185946667727,0.5254295468330383,0.868866999979933,0.525685727596283,0.001500000013038516
32,0.8693729693673867,0.5254295468330383,0.8688699049292671,0.525685727596283,0.001500000013038516
33,0.869101970793865,0.5254295468330383,0.8688421924797689,0.525685727596283,0.001500000013038516
34,0.869061223010427,0.5254295468330383,0.8688608437102792,0.525685727596283,0.001500000013038516
35,0.869250131349793,0.5254295468330383,0.8688729023710021,0.525685727596283,0.001500000013038516
36,0.86910395107455,0.5254295468330383,0.868875067548523,0.525685727596283,0.001500000013038516
37,0.8688759142590552,0.5254295468330383,0.8688616831635515,0.525685727596283,0.001500000013038516
38,0.8692898597231162,0.5254295468330383,0.8688542836509939,0.525685727596283,0.001500000013038516
39,0.8694115415744629,0.5254295468330383,0.8688663809486457,0.525685727596283,0.001500000013038516
40,0.8690921513894989,0.5254295468330383,0.8688822661565564,0.525685727596283,0.001500000013038516
41,0.8411063292045637,0.5254295468330383,0.7804689375124034,0.525685727596283,0.000750000006519258
42,0.8237303733279479,0.5254295468330383,0.7804165139698925,0.525685727596283,0.000750000006519258
43,0.8113028668729164,0.5254295468330383,0.7803647007917036,0.525685727596283,0.000750000006519258
