,val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0,0.07056699786484415,12643.103515625,0.031677762139548496,26580.07421875
1,0.09144875656880408,9554.03515625,0.019233708708234515,16196.3251953125
2,0.08495945625331466,9909.9072265625,0.017515400038875955,15987.0146484375
3,0.0918442252705558,9379.1162109375,0.016744923960877886,13835.015625
4,0.0843924714148356,9320.017578125,0.016168373203987542,13401.564453125
5,0.08470061882802794,8301.8232421875,0.01585306004844686,12507.798828125
6,0.09003371937186373,7455.2392578125,0.015443675166840148,11744.4345703125
7,0.09179302622050099,8948.81640625,0.015111260011863971,12360.625
8,0.09563657397907001,6797.9111328125,0.014906985553818374,12220.9755859375
9,0.0939531462557843,6366.32568359375,0.014683757126553903,11209.6953125
10,0.10251633548314532,6252.79638671875,0.014436210153625563,11064.3876953125
11,0.09673480024499666,7773.75634765625,0.014449496757189319,11506.9248046875
12,0.09890697071079037,6619.7646484375,0.014265804645853971,11181.1455078125
13,0.10595298483907242,8329.8349609375,0.014186500391162751,10899.02734375
14,0.10739943004526237,5732.83056640625,0.014132105117226033,10459.671875
15,0.10730681808964845,6610.951171875,0.014018860183435351,10347.9326171875
16,0.10962225417618965,6823.42236328125,0.013926260441228569,10388.736328125
17,0.11025139873690613,6154.00048828125,0.01386815491636535,10333.4765625
18,0.11261158371206915,7792.31005859375,0.013886532914360997,10490.20703125
19,0.11437954572695877,7128.80078125,0.013776544062673939,11807.95703125
20,0.11193256667687045,7081.3173828125,0.0136911856309808,10088.837890625
21,0.11117581996437566,7375.181640625,0.013642447553696915,10128.55078125
22,0.11414635242865104,6345.10400390625,0.01364856276450982,9513.9091796875
23,0.1156342977195442,7174.4208984375,0.013617755106999306,9896.3173828125
24,0.11603012627456608,6105.08251953125,0.01352936667138247,10024.720703125
25,0.11702871158450963,6976.2861328125,0.013472328978957523,9724.3974609375
26,0.12050013331846657,5591.78564453125,0.013522370414504496,10496.2041015625
27,0.1208898655446684,6942.5244140625,0.013512007535774999,10574.3916015625
28,0.11889620090112116,6724.4208984375,0.013433972157394026,9499.2412109375
29,0.1192878665241888,6203.49951171875,0.013430467557583866,11111.8173828125
