,val_loss,val_acc,loss,acc
0,0.6916573921380016,0.5250577926635742,0.6920148368924015,0.5246050953865051
1,0.6916097966508369,0.5276011824607849,0.6919312545329527,0.5245131254196167
2,0.6916693358614265,0.5250577926635742,0.6919102939744064,0.5245967507362366
3,0.6917296793006059,0.5250577926635742,0.6919184945401192,0.5249479413032532
4,0.6925236904827845,0.5250577926635742,0.6918629225154723,0.525065004825592
5,0.6916968817242308,0.5250577926635742,0.6917790929643887,0.5255082249641418
6,0.6920622606773597,0.5250577926635742,0.6917890993994703,0.524621844291687
7,0.6928305077001539,0.5167630314826965,0.691788063367483,0.5248643159866333
8,0.6958431183120419,0.507485568523407,0.6917582240085656,0.524588406085968
9,0.6915685703850895,0.5251445174217224,0.6916687478168994,0.5256754159927368
