,val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0,0.07689025424128212,11.85941219329834,0.09869831215323703,61677.15234375
1,0.07762880256438903,12.040087699890137,0.04437638000397635,27256.734375
2,0.07298962958719796,11.436725616455078,0.03552555737276244,47953.78515625
3,0.06434665901693333,10.024004936218262,0.03437888746873511,57087.69921875
4,0.06560238115376936,10.077127456665039,0.030755193067246587,55209.4765625
5,0.07308336835793498,11.242181777954102,0.028304020389170695,31844.41015625
6,0.04710937291383743,7.19415283203125,0.028318036707139848,37548.76171875
7,0.07269338045685673,11.113004684448242,0.02688368258628988,41196.75390625
8,0.06764128234721382,10.388671875,0.025279625896953307,36780.4140625
9,0.04603451305825905,6.9538469314575195,0.024141255115312267,49478.609375
10,0.0355131889150402,5.5421037673950195,0.02382956059361357,48084.17578125
11,0.0455613062010791,6.873836040496826,0.024350263884975985,40069.62109375
12,0.07183724945675571,10.886313438415527,0.023226767502563965,60516.3203125
13,0.04479890400009213,6.753952503204346,0.022314935643690796,45028.58984375
14,0.10199546530347577,15.873276710510254,0.02327222365594644,49150.01953125
15,0.0803048410129331,12.39580249786377,0.0264684952355413,28393.994140625
16,0.09944229377180427,15.457837104797363,0.022799474362302542,52640.34375
17,0.05103277311494343,7.769751071929932,0.023961867176355817,40386.93359375
18,0.04133359930306403,6.302274703979492,0.022223420140524076,45698.640625
19,0.06535616316734123,10.018712997436523,0.02212049657736166,40678.53125
20,0.09690894294541408,15.13682746887207,0.02109962080709153,57015.7421875
21,0.06317855901678524,9.576927185058594,0.02255141488996996,43900.12890625
22,0.07958140354772349,12.373787879943848,0.019605662614826155,41276.2890625
23,0.07057588669018443,10.818723678588867,0.02012613425945581,39976.6875
24,0.0635672754121331,9.699145317077637,0.020223724056103464,44242.87890625
25,0.0368978571135472,5.676273822784424,0.020658055788367838,45170.7734375
26,0.0685336870954476,10.537837028503418,0.021822861214470544,41830.74609375
27,0.08853995966587182,13.775031089782715,0.02166259444059925,36781.87109375
28,0.08657577206180896,13.403449058532715,0.020419943665530835,53263.58984375
29,0.08050096251093009,12.415324211120605,0.021988533012655728,49177.1015625
30,0.06563645180348543,10.025436401367188,0.0187854037190882,41137.49609375
31,0.044230870272277706,6.682125091552734,0.01952288718816643,28984.703125
32,0.08650119028692879,13.47819995880127,0.01920537459671795,40946.4140625
33,0.047257453698406046,7.127660274505615,0.019526804423892558,34659.796875
34,0.06312146944942071,9.679163932800293,0.02015097469351752,44504.203125
35,0.07468410345002603,11.558589935302734,0.019078734230107555,41117.640625
36,0.07081557189049678,10.944269180297852,0.0194516520476133,26933.58984375
37,0.07501627018624563,11.657963752746582,0.01862890844213189,41481.0546875
38,0.07688388259929473,11.989730834960938,0.01851181450691973,35514.92578125
39,0.06713883538260561,10.40345573425293,0.019145746819191487,36001.1875
