,val_loss,val_acc,loss,acc
0,0.6919050586202846,0.5246663093566895,0.6923378918249782,0.5230270624160767
1,0.6919543962248936,0.5246663093566895,0.6922882385845013,0.5228339433670044
2,0.6920086251464751,0.5246663093566895,0.6921762634748387,0.523967444896698
3,0.6924414839982571,0.5198781490325928,0.6920806789573556,0.524294912815094
4,0.6921638374472522,0.5205745697021484,0.6920378349781424,0.5233964920043945
5,0.6922800795394047,0.5233023762702942,0.6919552778242609,0.5240682363510132
6,0.6915872010946689,0.525275707244873,0.6919041048842949,0.5242781043052673
7,0.6914397662417943,0.5265815258026123,0.6918501534782592,0.5256299376487732
8,0.6915110419741635,0.5248404145240784,0.6916799439285014,0.5253024697303772
9,0.6922625046446098,0.5246663093566895,0.6917064485689536,0.5260077714920044
10,0.6913864316182018,0.5267846584320068,0.6915512792230286,0.5259405970573425
11,0.6911160124365285,0.5273650884628296,0.6915249655362422,0.5255459547042847
12,0.6915254183031415,0.5254207849502563,0.6913918637576967,0.5276786684989929
13,0.6910230798356006,0.5278583765029907,0.69123452703807,0.5279977321624756
14,0.6915507757795182,0.5289320945739746,0.6912606934556065,0.5276030898094177
15,0.6936304033805794,0.5223157405853271,0.6911617729392378,0.5275023579597473
16,0.6911741277677543,0.5259431004524231,0.6911794512788099,0.5280565023422241
17,0.690735057869832,0.5292803049087524,0.6908801409261125,0.5298869013786316
18,0.690932092158793,0.5277132987976074,0.6909457792330862,0.5283252000808716
19,0.6906664936956249,0.5313116908073425,0.6910488325475196,0.5281992554664612
20,0.6908713777813881,0.5290191769599915,0.69082980465271,0.5312387347221375
21,0.6905842510683897,0.5308763980865479,0.6906506171477654,0.5303906798362732
22,0.6905239006079564,0.5307312607765198,0.6907731798237882,0.5308609008789062
23,0.6911310413377754,0.5268427133560181,0.690713545358924,0.5324310064315796
24,0.6903815469697542,0.5322112441062927,0.6908179305911155,0.5301303863525391
25,0.6912178846548549,0.526436448097229,0.690641096991447,0.5311967134475708
26,0.6909578502489534,0.5298607349395752,0.6904902380408956,0.5323470234870911
27,0.6909256530928874,0.5269587635993958,0.6904831533393011,0.5323973894119263
28,0.6905088188685585,0.5340974926948547,0.6903704594621523,0.5332202911376953
29,0.6904014555091991,0.5347939729690552,0.6903970919468828,0.5329935550689697
30,0.6902449937940544,0.534561812877655,0.6900908325005521,0.5350086688995361
31,0.6907348124702795,0.5296865701675415,0.6902450563186977,0.5338248014450073
32,0.6902018823944686,0.5344167351722717,0.6900697088334463,0.5346308350563049
33,0.6901090149746616,0.5353162884712219,0.689951520660608,0.5357811450958252
34,0.6903230680328984,0.5326465368270874,0.6900443250169533,0.5345132946968079
35,0.6905475720374029,0.5284677743911743,0.6898227049679455,0.5351598262786865
36,0.6899648706095204,0.5330528020858765,0.6899524157542269,0.5350926518440247
37,0.6899682702329085,0.5347939729690552,0.6898948108165321,0.5352941751480103
38,0.6906409680462825,0.5290481448173523,0.6894935061646766,0.5367467403411865
39,0.6900536979759978,0.5338073372840881,0.6895488181164563,0.5363941192626953
40,0.6903420046672389,0.5330818295478821,0.6894961365457416,0.5374520421028137
41,0.690380885209445,0.5312246084213257,0.6895837540148043,0.5378298759460449
42,0.6902905638731294,0.5306442379951477,0.68923514764012,0.5371161699295044
43,0.6900694702990305,0.5349100232124329,0.6893297129431506,0.5382580757141113
44,0.6895158043035019,0.5383633375167847,0.6892053197500777,0.5386779308319092
45,0.6902402119102412,0.533981442451477,0.6890353591511432,0.5410708785057068
46,0.6913623104867587,0.5247533321380615,0.6901740623287757,0.5325905084609985
47,0.6894612905941796,0.5371445417404175,0.6895899728217941,0.5363269448280334
48,0.6905114404212854,0.5332269072532654,0.6891484172907989,0.5376283526420593
49,0.6905789469468753,0.5341265201568604,0.6889487616597392,0.5398533940315247
50,0.6906630006835548,0.5304701328277588,0.6892692844176407,0.5386359095573425
51,0.6903301895391228,0.5307022929191589,0.6890007540928805,0.53890460729599
52,0.6906351233317419,0.5319790840148926,0.6890223348143419,0.5401220917701721
53,0.6895765202652903,0.5360998511314392,0.6886814005306906,0.5404075384140015
54,0.6895467996528103,0.5362739562988281,0.6888669904810228,0.5397862195968628
55,0.6897268406264117,0.5334010720252991,0.6885250272318975,0.5419524908065796
56,0.6901745682321727,0.5360127687454224,0.6884745298959839,0.5415662527084351
57,0.6898942463009149,0.5354033708572388,0.6884830602770862,0.5422799587249756
58,0.6899824636313228,0.5350551605224609,0.6884188516418102,0.5423890948295593
59,0.6901995098182647,0.5370574593544006,0.688262755242698,0.5434218645095825
60,0.6907348426012403,0.5334880948066711,0.6883586649550436,0.5421120524406433
61,0.6896965278350401,0.5355194211006165,0.6881989712928306,0.5427669286727905
62,0.6897706086526274,0.5371445417404175,0.687864203867107,0.5427249670028687
63,0.6894816053930716,0.5363029837608337,0.6880633315632342,0.543808102607727
64,0.6912545657476158,0.5317179560661316,0.6876705263423466,0.54527747631073
65,0.6948948608535152,0.5314567685127258,0.6878251377891168,0.5448072552680969
66,0.6891034595024011,0.537608802318573,0.687534061089496,0.5436485409736633
67,0.6906846769729189,0.5368543267250061,0.6876669080793172,0.5433882474899292
68,0.6899104335871258,0.5349100232124329,0.687404650679115,0.5443286895751953
69,0.6900864095585469,0.5344747304916382,0.6873270411411481,0.5450339913368225
70,0.6895682986157617,0.536622166633606,0.6872712568844032,0.5441187620162964
71,0.6928751563929018,0.5354323983192444,0.6871883966906565,0.5450843572616577
72,0.6907572732162697,0.5314567685127258,0.6869655590631745,0.5439172387123108
73,0.6961503629482422,0.534735918045044,0.6873778683922912,0.5439340472221375
74,0.689706104284653,0.536941409111023,0.6871302374331184,0.5456553101539612
75,0.6915493541793358,0.5345037579536438,0.6865457326994792,0.5472002029418945
76,0.6891152748519158,0.5378409624099731,0.6867396714464161,0.5457476377487183
77,0.690823905847132,0.5339524149894714,0.6863978867875181,0.5470575094223022
78,0.6913856823985409,0.535722553730011,0.6861438902525687,0.5474857091903687
79,0.6896431995628188,0.5344457626342773,0.6863685479564414,0.5476536154747009
80,0.6895220932542621,0.5355774760246277,0.6860455460799193,0.5494924187660217
81,0.6896311251077968,0.5369123816490173,0.686029184912463,0.5484092831611633
82,0.689152365954062,0.53792804479599,0.6859657339786941,0.5488710999488831
83,0.688949726109441,0.5381311774253845,0.6857942908451544,0.5483085513114929
